Time(s),SeqNum,Digital0,Digital1,Digital2,Digital3,Analog0,Analog1,Analog2,Analog3,Analog4,Analog5
11.085,13,1,1,1,1,512,3,513,514,0,0
11.086,14,1,1,1,1,509,1,513,518,0,0
11.087,15,1,1,1,1,508,1,513,516,0,0
11.088,0,1,1,1,1,511,1,516,509,0,0
11.089,1,1,1,1,1,513,1,514,508,0,0
11.09,2,1,1,1,1,515,1,509,507,0,0
11.091,3,1,1,1,1,511,1,512,509,0,0
11.092,4,1,1,1,1,511,1,510,508,0,0
11.093,5,1,1,1,1,510,3,509,508,0,0
11.094,6,1,1,1,1,511,1,516,508,0,0
11.095,7,1,1,1,1,511,1,515,508,0,0
11.096,8,1,1,1,1,511,1,510,510,0,0
11.097,9,1,1,1,1,512,1,516,508,0,0
11.098,10,1,1,1,1,512,1,516,508,0,0
11.099,11,1,1,1,1,513,1,510,506,0,0
11.1,12,1,1,1,1,514,1,513,508,0,0
11.101,13,1,1,1,1,511,2,503,510,0,0
11.102,14,1,1,1,1,510,1,511,511,0,0
11.103,15,1,1,1,1,511,1,509,508,0,0
11.104,0,1,1,1,1,512,1,500,507,0,0
11.105,1,1,1,1,1,510,1,503,508,0,0
11.106,2,1,1,1,1,510,1,503,508,0,0
11.107,3,1,1,1,1,510,1,508,506,0,0
11.108,4,1,1,1,1,511,1,515,508,0,0
11.109,5,1,1,1,1,511,2,515,511,0,0
11.11,6,1,1,1,1,513,1,513,510,0,0
11.111,7,1,1,1,1,510,1,512,510,0,0
11.112,8,1,1,1,1,510,1,518,509,0,0
11.113,9,1,1,1,1,511,1,513,508,0,0
11.114,10,1,1,1,1,511,1,514,507,0,0
11.115,11,1,1,1,1,512,1,507,509,0,0
11.116,12,1,1,1,1,512,1,506,508,0,0
11.117,13,1,1,1,1,513,2,508,506,0,0
11.118,14,1,1,1,1,511,1,503,507,0,0
11.119,15,1,1,1,1,511,1,510,509,0,0
11.12,0,1,1,1,1,514,1,515,506,0,0
11.121,1,1,1,1,1,512,1,519,507,0,0
11.122,2,1,1,1,1,511,1,519,510,0,0
11.123,3,1,1,1,1,511,1,504,508,0,0
11.124,4,1,1,1,1,512,1,501,508,0,0
11.125,5,1,1,1,1,510,3,506,508,0,0
11.126,6,1,1,1,1,511,1,503,505,0,0
11.127,7,1,1,1,1,509,1,504,508,0,0
11.128,8,1,1,1,1,512,1,501,509,0,0
11.129,9,1,1,1,1,510,1,508,508,0,0
11.13,10,1,1,1,1,511,1,508,511,0,0
11.131,11,1,1,1,1,513,1,515,511,0,0
11.132,12,1,1,1,1,513,1,518,511,0,0
11.133,13,1,1,1,1,511,3,518,511,0,0
11.134,14,1,1,1,1,513,1,513,512,0,0
11.135,15,1,1,1,1,513,1,511,510,0,0
11.136,0,1,1,1,1,510,1,511,509,0,0
11.137,1,1,1,1,1,511,1,510,509,0,0
11.138,2,1,1,1,1,510,1,502,508,0,0
11.139,3,1,1,1,1,511,1,504,508,0,0
11.14,4,1,1,1,1,512,1,504,506,0,0
11.141,5,1,1,1,1,511,3,503,507,0,0
11.142,6,1,1,1,1,512,1,511,510,0,0
11.143,7,1,1,1,1,512,1,515,508,0,0
11.144,8,1,1,1,1,512,0,510,510,0,0
11.145,9,1,1,1,1,511,1,513,505,0,0
11.146,10,1,1,1,1,511,1,511,507,0,0
11.147,11,1,1,1,1,513,1,517,507,0,0
11.148,12,1,1,1,1,511,1,520,507,0,0
11.149,13,1,1,1,1,510,3,518,509,0,0
11.15,14,1,1,1,1,510,1,515,507,0,0
11.151,15,1,1,1,1,511,1,512,508,0,0
11.152,0,1,1,1,1,511,0,511,508,0,0
11.153,1,1,1,1,1,511,1,514,510,0,0
11.154,2,1,1,1,1,511,1,513,508,0,0
11.155,3,1,1,1,1,511,1,510,510,0,0
11.156,4,1,1,1,1,511,1,515,510,0,0
11.157,5,1,1,1,1,511,3,514,507,0,0
11.158,6,1,1,1,1,512,1,506,508,0,0
11.159,7,1,1,1,1,510,1,505,508,0,0
11.16,8,1,1,1,1,511,0,510,508,0,0
11.161,9,1,1,1,1,512,1,512,510,0,0
11.162,10,1,1,1,1,512,1,516,508,0,0
11.163,11,1,1,1,1,513,1,515,507,0,0
11.164,12,1,1,1,1,511,1,512,509,0,0
11.165,13,1,1,1,1,512,3,513,507,0,0
11.166,14,1,1,1,1,513,1,513,508,0,0
11.167,15,1,1,1,1,511,1,506,509,0,0
11.168,0,1,1,1,1,512,1,508,509,0,0
11.169,1,1,1,1,1,511,1,508,510,0,0
11.17,2,1,1,1,1,513,1,508,509,0,0
11.171,3,1,1,1,1,511,1,513,509,0,0
11.172,4,1,1,1,1,512,1,516,510,0,0
11.173,5,1,1,1,1,512,3,512,506,0,0
11.174,6,1,1,1,1,511,1,512,510,0,0
11.175,7,1,1,1,1,513,1,511,507,0,0
11.176,8,1,1,1,1,513,1,514,506,0,0
11.177,9,1,1,1,1,511,1,510,508,0,0
11.178,10,1,1,1,1,511,1,508,508,0,0
11.179,11,1,1,1,1,510,1,507,508,0,0
11.18,12,1,1,1,1,509,1,504,507,0,0
11.181,13,1,1,1,1,512,3,508,510,0,0
11.182,14,1,1,1,1,512,1,503,510,0,0
11.183,15,1,1,1,1,510,1,505,508,0,0
11.184,0,1,1,1,1,512,1,506,511,0,0
11.185,1,1,1,1,1,512,1,507,508,0,0
11.186,2,1,1,1,1,511,1,506,505,0,0
11.187,3,1,1,1,1,512,0,511,508,0,0
11.188,4,1,1,1,1,510,1,507,506,0,0
11.189,5,1,1,1,1,511,3,513,509,0,0
11.19,6,1,1,1,1,511,1,516,512,0,0
11.191,7,1,1,1,1,512,1,515,510,0,0
11.192,8,1,1,1,1,513,1,515,511,0,0
11.193,9,1,1,1,1,511,1,508,510,0,0
11.194,10,1,1,1,1,511,1,508,509,0,0
11.195,11,1,1,1,1,510,0,516,508,0,0
11.196,12,1,1,1,1,512,1,513,508,0,0
11.197,13,1,1,1,1,512,3,512,510,0,0
11.198,14,1,1,1,1,512,1,510,507,0,0
11.199,15,1,1,1,1,513,1,512,507,0,0
11.2,0,1,1,1,1,511,1,513,510,0,0
11.201,1,1,1,1,1,510,1,513,507,0,0
11.202,2,1,1,1,1,511,1,512,507,0,0
11.203,3,1,1,1,1,513,1,510,507,0,0
11.204,4,1,1,1,1,511,1,507,507,0,0
11.205,5,1,1,1,1,512,3,506,508,0,0
11.206,6,1,1,1,1,511,1,507,511,0,0
11.207,7,1,1,1,1,513,1,511,508,0,0
11.208,8,1,1,1,1,511,1,506,509,0,0
11.209,9,1,1,1,1,511,1,508,508,0,0
11.21,10,1,1,1,1,511,1,508,511,0,0
11.211,11,1,1,1,1,511,1,507,508,0,0
11.212,12,1,1,1,1,510,1,506,510,0,0
11.213,13,1,1,1,1,508,1,512,507,0,0
11.214,14,1,1,1,1,511,1,505,506,0,0
11.215,15,1,1,1,1,512,1,504,506,0,0
11.216,0,1,1,1,1,512,1,510,509,0,0
11.217,1,1,1,1,1,511,1,506,509,0,0
11.218,2,1,1,1,1,512,1,509,507,0,0
11.219,3,1,1,1,1,510,1,504,507,0,0
11.22,4,1,1,1,1,512,1,504,509,0,0
11.221,5,1,1,1,1,512,1,504,509,0,0
11.222,6,1,1,1,1,510,1,511,509,0,0
11.223,7,1,1,1,1,514,1,511,508,0,0
11.224,8,1,1,1,1,513,1,509,509,0,0
11.225,9,1,1,1,1,511,1,513,508,0,0
11.226,10,1,1,1,1,512,1,515,508,0,0
11.227,11,1,1,1,1,512,1,512,510,0,0
11.228,12,1,1,1,1,512,1,513,507,0,0
11.229,13,1,1,1,1,512,3,518,508,0,0
11.23,14,1,1,1,1,513,1,516,508,0,0
11.231,15,1,1,1,1,513,1,513,507,0,0
11.232,0,1,1,1,1,512,1,515,509,0,0
11.233,1,1,1,1,1,511,1,513,508,0,0
11.234,2,1,1,1,1,509,1,507,508,0,0
11.235,3,1,1,1,1,510,1,506,507,0,0
11.236,4,1,1,1,1,511,1,510,509,0,0
11.237,5,1,1,1,1,510,3,507,508,0,0
11.238,6,1,1,1,1,511,1,505,508,0,0
11.239,7,1,1,1,1,511,1,507,509,0,0
11.24,8,1,1,1,1,511,1,510,514,0,0
11.241,9,1,1,1,1,514,1,510,512,0,0
11.242,10,1,1,1,1,513,1,509,507,0,0
11.243,11,1,1,1,1,511,1,504,507,0,0
11.244,12,1,1,1,1,512,1,508,507,0,0
11.245,13,1,1,1,1,511,3,507,508,0,0
11.246,14,1,1,1,1,510,1,504,509,0,0
11.247,15,1,1,1,1,511,1,505,507,0,0
11.248,0,1,1,1,1,508,1,505,505,0,0
11.249,1,1,1,1,1,509,1,508,504,0,0
11.25,2,1,1,1,1,508,1,511,504,0,0
11.251,3,1,1,1,1,509,1,512,507,0,0
11.252,4,1,1,1,1,513,1,508,508,0,0
11.253,5,1,1,1,1,512,3,508,508,0,0
11.254,6,1,1,1,1,514,1,512,509,0,0
11.255,7,1,1,1,1,514,1,509,507,0,0
11.256,8,1,1,1,1,514,1,514,508,0,0
11.257,9,1,1,1,1,511,1,511,511,0,0
11.258,10,1,1,1,1,514,1,514,514,0,0
11.259,11,1,1,1,1,513,1,522,511,0,0
11.26,12,1,1,1,1,510,1,518,511,0,0
11.261,13,1,1,1,1,513,3,517,512,0,0
11.262,14,1,1,1,1,512,1,516,513,0,0
11.263,15,1,1,1,1,513,1,516,512,0,0
11.264,0,1,1,1,1,513,1,515,507,0,0
11.265,1,1,1,1,1,511,1,512,505,0,0
11.266,2,1,1,1,1,513,1,506,507,0,0
11.267,3,1,1,1,1,511,1,504,505,0,0
11.268,4,1,1,1,1,510,1,503,504,0,0
11.269,5,1,1,1,1,509,3,508,506,0,0
11.27,6,1,1,1,1,505,1,507,504,0,0
11.271,7,1,1,1,1,507,1,508,512,0,0
11.272,8,1,1,1,1,510,1,514,517,0,0
11.273,9,1,1,1,1,512,1,516,516,0,0
11.274,10,1,1,1,1,511,1,512,510,0,0
11.275,11,1,1,1,1,511,1,517,509,0,0
11.276,12,1,1,1,1,512,1,515,507,0,0
11.277,13,1,1,1,1,511,3,512,505,0,0
11.278,14,1,1,1,1,513,1,504,503,0,0
11.279,15,1,1,1,1,515,1,506,507,0,0
11.28,0,1,1,1,1,512,0,508,514,0,0
11.281,1,1,1,1,1,513,1,511,513,0,0
11.282,2,1,1,1,1,513,1,509,509,0,0
11.283,3,1,1,1,1,512,1,508,508,0,0
11.284,4,1,1,1,1,513,1,512,511,0,0
11.285,5,1,1,1,1,513,3,511,509,0,0
11.286,6,1,1,1,1,512,1,511,509,0,0
11.287,7,1,1,1,1,514,1,505,506,0,0
11.288,8,1,1,1,1,512,0,502,503,0,0
11.289,9,1,1,1,1,512,1,497,504,0,0
11.29,10,1,1,1,1,510,1,496,507,0,0
11.291,11,1,1,1,1,509,1,502,508,0,0
11.292,12,1,1,1,1,511,1,508,507,0,0
11.293,13,1,1,1,1,511,3,515,508,0,0
11.294,14,1,1,1,1,510,1,516,507,0,0
11.295,15,1,1,1,1,510,1,508,507,0,0
11.296,0,1,1,1,1,510,1,507,511,0,0
11.297,1,1,1,1,1,508,1,516,509,0,0
11.298,2,1,1,1,1,511,1,514,510,0,0
11.299,3,1,1,1,1,511,1,520,511,0,0
11.3,4,1,1,1,1,513,1,524,513,0,0
11.301,5,1,1,1,1,514,3,521,511,0,0
11.302,6,1,1,1,1,513,1,517,510,0,0
11.303,7,1,1,1,1,512,1,511,509,0,0
11.304,8,1,1,1,1,511,1,512,509,0,0
11.305,9,1,1,1,1,511,1,513,507,0,0
11.306,10,1,1,1,1,508,1,504,505,0,0
11.307,11,1,1,1,1,509,1,509,506,0,0
11.308,12,1,1,1,1,510,1,509,505,0,0
11.309,13,1,1,1,1,511,3,513,508,0,0
11.31,14,1,1,1,1,513,1,523,510,0,0
11.311,15,1,1,1,1,510,1,516,509,0,0
11.312,0,1,1,1,1,512,1,513,510,0,0
11.313,1,1,1,1,1,509,1,506,511,0,0
11.314,2,1,1,1,1,512,1,506,512,0,0
11.315,3,1,1,1,1,512,1,512,512,0,0
11.316,4,1,1,1,1,511,1,506,510,0,0
11.317,5,1,1,1,1,512,2,499,506,0,0
11.318,6,1,1,1,1,512,1,501,503,0,0
11.319,7,1,1,1,1,512,1,503,504,0,0
11.32,8,1,1,1,1,512,1,505,504,0,0
11.321,9,1,1,1,1,512,1,517,507,0,0
11.322,10,1,1,1,1,513,1,512,511,0,0
11.323,11,1,1,1,1,510,1,510,509,0,0
11.324,12,1,1,1,1,512,1,506,510,0,0
11.325,13,1,1,1,1,512,2,506,508,0,0
11.326,14,1,1,1,1,513,1,512,510,0,0
11.327,15,1,1,1,1,511,1,510,507,0,0
11.328,0,1,1,1,1,508,1,513,508,0,0
11.329,1,1,1,1,1,511,1,513,508,0,0
11.33,2,1,1,1,1,511,1,506,507,0,0
11.331,3,1,1,1,1,511,1,510,508,0,0
11.332,4,1,1,1,1,512,1,509,508,0,0
11.333,5,1,1,1,1,511,2,503,511,0,0
11.334,6,1,1,1,1,513,1,509,508,0,0
11.335,7,1,1,1,1,512,1,512,508,0,0
11.336,8,1,1,1,1,512,1,508,511,0,0
11.337,9,1,1,1,1,511,1,509,510,0,0
11.338,10,1,1,1,1,512,1,502,504,0,0
11.339,11,1,1,1,1,512,1,501,505,0,0
11.34,12,1,1,1,1,512,1,505,509,0,0
11.341,13,1,1,1,1,509,3,513,508,0,0
11.342,14,1,1,1,1,510,1,507,508,0,0
11.343,15,1,1,1,1,512,1,513,507,0,0
11.344,0,1,1,1,1,512,1,521,512,0,0
11.345,1,1,1,1,1,512,1,518,514,0,0
11.346,2,1,1,1,1,513,1,516,512,0,0
11.347,3,1,1,1,1,512,1,508,505,0,0
11.348,4,1,1,1,1,513,1,510,505,0,0
11.349,5,1,1,1,1,514,3,514,507,0,0
11.35,6,1,1,1,1,514,1,514,507,0,0
11.351,7,1,1,1,1,512,1,508,506,0,0
11.352,8,1,1,1,1,511,1,508,505,0,0
11.353,9,1,1,1,1,510,1,506,502,0,0
11.354,10,1,1,1,1,513,1,515,507,0,0
11.355,11,1,1,1,1,515,1,515,519,0,0
11.356,12,1,1,1,1,512,1,514,519,0,0
11.357,13,1,1,1,1,515,3,512,517,0,0
11.358,14,1,1,1,1,513,1,509,510,0,0
11.359,15,1,1,1,1,512,1,524,508,0,0
11.36,0,1,1,1,1,511,0,525,507,0,0
11.361,1,1,1,1,1,508,1,524,508,0,0
11.362,2,1,1,1,1,506,1,518,512,0,0
11.363,3,1,1,1,1,510,1,499,509,0,0
11.364,4,1,1,1,1,511,1,509,508,0,0
11.365,5,1,1,1,1,513,3,507,508,0,0
11.366,6,1,1,1,1,511,1,499,506,0,0
11.367,7,1,1,1,1,511,1,511,506,0,0
11.368,8,1,1,1,1,510,0,513,506,0,0
11.369,9,1,1,1,1,508,1,508,504,0,0
11.37,10,1,1,1,1,510,1,508,503,0,0
11.371,11,1,1,1,1,510,1,504,504,0,0
11.372,12,1,1,1,1,511,1,491,503,0,0
11.373,13,1,1,1,1,513,3,497,502,0,0
11.374,14,1,1,1,1,515,1,499,503,0,0
11.375,15,1,1,1,1,512,1,499,509,0,0
11.376,0,1,1,1,1,511,0,496,514,0,0
11.377,1,1,1,1,1,512,1,506,509,0,0
11.378,2,1,1,1,1,512,1,517,505,0,0
11.379,3,1,1,1,1,514,1,519,509,0,0
11.38,4,1,1,1,1,516,1,528,507,0,0
11.381,5,1,1,1,1,511,3,515,514,0,0
11.382,6,1,1,1,1,508,1,512,521,0,0
11.383,7,1,1,1,1,504,1,498,518,0,0
11.384,8,1,1,1,1,502,1,495,516,0,0
11.385,9,1,1,1,1,508,1,497,513,0,0
11.386,10,1,1,1,1,511,1,505,512,0,0
11.387,11,1,1,1,1,507,1,504,508,0,0
11.388,12,1,1,1,1,509,1,509,509,0,0
11.389,13,1,1,1,1,513,3,524,506,0,0
11.39,14,1,1,1,1,515,1,524,503,0,0
11.391,15,1,1,1,1,514,1,520,501,0,0
11.392,0,1,1,1,1,514,1,518,502,0,0
11.393,1,1,1,1,1,511,1,511,504,0,0
11.394,2,1,1,1,1,511,1,507,503,0,0
11.395,3,1,1,1,1,513,1,511,504,0,0
11.396,4,1,1,1,1,514,1,519,504,0,0
11.397,5,1,1,1,1,513,3,527,502,0,0
11.398,6,1,1,1,1,514,1,526,503,0,0
11.399,7,1,1,1,1,515,1,525,504,0,0
11.4,8,1,1,1,1,514,1,532,520,0,0
11.401,9,1,1,1,1,513,1,528,523,0,0
11.402,10,1,1,1,1,511,1,520,517,0,0
11.403,11,1,1,1,1,513,1,507,511,0,0
11.404,12,1,1,1,1,513,1,496,508,0,0
11.405,13,1,1,1,1,512,3,483,508,0,0
11.406,14,1,1,1,1,512,1,482,511,0,0
11.407,15,1,1,1,1,511,1,484,510,0,0
11.408,0,1,1,1,1,510,1,489,509,0,0
11.409,1,1,1,1,1,510,1,488,507,0,0
11.41,2,1,1,1,1,507,1,493,503,0,0
11.411,3,1,1,1,1,509,0,497,499,0,0
11.412,4,1,1,1,1,510,1,510,499,0,0
11.413,5,1,1,1,1,510,3,524,496,0,0
11.414,6,1,1,1,1,511,1,528,493,0,0
11.415,7,1,1,1,1,512,1,526,493,0,0
11.416,8,1,1,1,1,511,1,529,495,0,0
11.417,9,1,1,1,1,510,1,511,524,0,0
11.418,10,1,1,1,1,508,1,509,549,0,0
11.419,11,1,1,1,1,513,1,508,528,0,0
11.42,12,1,1,1,1,515,1,498,518,0,0
11.421,13,1,1,1,1,515,3,506,511,0,0
11.422,14,1,1,1,1,511,1,507,508,0,0
11.423,15,1,1,1,1,511,1,509,511,0,0
11.424,0,1,1,1,1,511,1,504,510,0,0
11.425,1,1,1,1,1,511,1,504,511,0,0
11.426,2,1,1,1,1,511,1,505,508,0,0
11.427,3,1,1,1,1,511,1,512,505,0,0
11.428,4,1,1,1,1,510,1,515,501,0,0
11.429,5,1,1,1,1,510,1,510,502,0,0
11.43,6,1,1,1,1,511,1,503,499,0,0
11.431,7,1,1,1,1,508,1,507,500,0,0
11.432,8,1,1,1,1,509,1,505,501,0,0
11.433,9,1,1,1,1,510,1,512,503,0,0
11.434,10,1,1,1,1,513,1,528,504,0,0
11.435,11,1,1,1,1,513,1,524,500,0,0
11.436,12,1,1,1,1,516,1,511,499,0,0
11.437,13,1,1,1,1,515,1,516,508,0,0
11.438,14,1,1,1,1,515,1,513,514,0,0
11.439,15,1,1,1,1,512,1,512,511,0,0
11.44,0,1,1,1,1,509,1,512,509,0,0
11.441,1,1,1,1,1,510,1,505,516,0,0
11.442,2,1,1,1,1,513,1,508,529,0,0
11.443,3,1,1,1,1,510,1,510,527,0,0
11.444,4,1,1,1,1,510,1,516,519,0,0
11.445,5,1,1,1,1,509,1,513,517,0,0
11.446,6,1,1,1,1,508,1,509,516,0,0
11.447,7,1,1,1,1,509,1,510,514,0,0
11.448,8,1,1,1,1,513,1,509,508,0,0
11.449,9,1,1,1,1,511,1,517,506,0,0
11.45,10,1,1,1,1,516,1,522,506,0,0
11.451,11,1,1,1,1,513,0,519,505,0,0
11.452,12,1,1,1,1,512,1,521,504,0,0
11.453,13,1,1,1,1,512,3,505,502,0,0
11.454,14,1,1,1,1,512,1,501,503,0,0
11.455,15,1,1,1,1,510,1,502,502,0,0
11.456,0,1,1,1,1,511,1,496,501,0,0
11.457,1,1,1,1,1,508,1,494,501,0,0
11.458,2,1,1,1,1,507,1,498,505,0,0
11.459,3,1,1,1,1,511,1,507,506,0,0
11.46,4,1,1,1,1,511,1,516,506,0,0
11.461,5,1,1,1,1,512,3,510,511,0,0
11.462,6,1,1,1,1,511,1,516,512,0,0
11.463,7,1,1,1,1,509,1,513,510,0,0
11.464,8,1,1,1,1,511,1,515,511,0,0
11.465,9,1,1,1,1,514,1,519,507,0,0
11.466,10,1,1,1,1,516,1,517,508,0,0
11.467,11,1,1,1,1,516,1,511,511,0,0
11.468,12,1,1,1,1,512,1,504,511,0,0
11.469,13,1,1,1,1,509,3,507,509,0,0
11.47,14,1,1,1,1,508,1,512,507,0,0
11.471,15,1,1,1,1,511,1,509,508,0,0
11.472,0,1,1,1,1,512,1,513,506,0,0
11.473,1,1,1,1,1,513,1,515,504,0,0
11.474,2,1,1,1,1,511,1,511,499,0,0
11.475,3,1,1,1,1,511,1,511,504,0,0
11.476,4,1,1,1,1,511,1,508,509,0,0
11.477,5,1,1,1,1,509,3,504,507,0,0
11.478,6,1,1,1,1,507,1,509,505,0,0
11.479,7,1,1,1,1,515,1,507,509,0,0
11.48,8,1,1,1,1,509,1,503,508,0,0
11.481,9,1,1,1,1,508,1,505,507,0,0
11.482,10,1,1,1,1,510,1,511,508,0,0
11.483,11,1,1,1,1,510,1,513,509,0,0
11.484,12,1,1,1,1,515,1,517,508,0,0
11.485,13,1,1,1,1,519,3,519,514,0,0
11.486,14,1,1,1,1,515,1,513,507,0,0
11.487,15,1,1,1,1,515,1,520,504,0,0
11.488,0,1,1,1,1,512,1,519,503,0,0
11.489,1,1,1,1,1,508,1,519,496,0,0
11.49,2,1,1,1,1,513,1,516,502,0,0
11.491,3,1,1,1,1,511,1,515,517,0,0
11.492,4,1,1,1,1,508,1,510,529,0,0
11.493,5,1,1,1,1,508,3,507,540,0,0
11.494,6,1,1,1,1,510,1,504,524,0,0
11.495,7,1,1,1,1,511,1,506,520,0,0
11.496,8,1,1,1,1,512,0,512,519,0,0
11.497,9,1,1,1,1,512,1,513,512,0,0
11.498,10,1,1,1,1,513,1,515,508,0,0
11.499,11,1,1,1,1,512,1,519,502,0,0
11.5,12,1,1,1,1,513,1,513,500,0,0
11.501,13,1,1,1,1,513,3,512,501,0,0
11.502,14,1,1,1,1,513,1,511,503,0,0
11.503,15,1,1,1,1,513,1,510,504,0,0
11.504,0,1,1,1,1,514,0,502,504,0,0
11.505,1,1,1,1,1,511,1,498,506,0,0
11.506,2,1,1,1,1,508,1,497,505,0,0
11.507,3,1,1,1,1,504,1,498,500,0,0
11.508,4,1,1,1,1,505,1,501,496,0,0
11.509,5,1,1,1,1,506,3,503,498,0,0
11.51,6,1,1,1,1,510,1,508,498,0,0
11.511,7,1,1,1,1,511,1,509,503,0,0
11.512,8,1,1,1,1,513,0,518,508,0,0
11.513,9,1,1,1,1,521,1,528,510,0,0
11.514,10,1,1,1,1,518,1,516,512,0,0
11.515,11,1,1,1,1,515,1,518,513,0,0
11.516,12,1,1,1,1,515,1,523,515,0,0
11.517,13,1,1,1,1,513,3,510,518,0,0
11.518,14,1,1,1,1,512,1,511,516,0,0
11.519,15,1,1,1,1,509,1,505,518,0,0
11.52,0,1,1,1,1,508,1,503,519,0,0
11.521,1,1,1,1,1,509,1,502,511,0,0
11.522,2,1,1,1,1,511,1,507,507,0,0
11.523,3,1,1,1,1,510,1,514,504,0,0
11.524,4,1,1,1,1,512,1,516,502,0,0
11.525,5,1,1,1,1,517,3,523,502,0,0
11.526,6,1,1,1,1,513,1,511,501,0,0
11.527,7,1,1,1,1,507,1,508,502,0,0
11.528,8,1,1,1,1,508,1,504,505,0,0
11.529,9,1,1,1,1,514,1,500,511,0,0
11.53,10,1,1,1,1,512,1,501,516,0,0
11.531,11,1,1,1,1,512,1,511,516,0,0
11.532,12,1,1,1,1,515,1,508,515,0,0
11.533,13,1,1,1,1,508,3,502,510,0,0
11.534,14,1,1,1,1,507,1,499,508,0,0
11.535,15,1,1,1,1,510,1,506,508,0,0
11.536,0,1,1,1,1,512,1,509,506,0,0
11.537,1,1,1,1,1,513,1,514,505,0,0
11.538,2,1,1,1,1,514,1,513,508,0,0
11.539,3,1,1,1,1,512,1,513,509,0,0
11.54,4,1,1,1,1,513,1,511,505,0,0
11.541,5,1,1,1,1,512,2,515,508,0,0
11.542,6,1,1,1,1,512,1,513,511,0,0
11.543,7,1,1,1,1,510,1,509,510,0,0
11.544,8,1,1,1,1,510,1,513,508,0,0
11.545,9,1,1,1,1,512,1,519,508,0,0
11.546,10,1,1,1,1,511,1,523,506,0,0
11.547,11,1,1,1,1,514,1,515,501,0,0
11.548,12,1,1,1,1,516,1,513,499,0,0
11.549,13,1,1,1,1,511,2,510,502,0,0
11.55,14,1,1,1,1,512,1,508,512,0,0
11.551,15,1,1,1,1,514,1,517,516,0,0
11.552,0,1,1,1,1,515,1,519,512,0,0
11.553,1,1,1,1,1,514,1,514,511,0,0
11.554,2,1,1,1,1,511,1,511,509,0,0
11.555,3,1,1,1,1,508,1,510,508,0,0
11.556,4,1,1,1,1,509,1,509,506,0,0
11.557,5,1,1,1,1,511,3,515,505,0,0
11.558,6,1,1,1,1,510,1,519,510,0,0
11.559,7,1,1,1,1,513,1,518,513,0,0
11.56,8,1,1,1,1,512,1,514,510,0,0
11.561,9,1,1,1,1,512,1,511,507,0,0
11.562,10,1,1,1,1,511,1,506,505,0,0
11.563,11,1,1,1,1,511,1,508,498,0,0
11.564,12,1,1,1,1,512,1,508,498,0,0
11.565,13,1,1,1,1,511,3,505,498,0,0
11.566,14,1,1,1,1,513,1,511,502,0,0
11.567,15,1,1,1,1,514,1,514,509,0,0
11.568,0,1,1,1,1,515,1,519,513,0,0
11.569,1,1,1,1,1,515,1,515,512,0,0
11.57,2,1,1,1,1,510,1,504,511,0,0
11.571,3,1,1,1,1,510,1,508,529,0,0
11.572,4,1,1,1,1,511,1,501,524,0,0
11.573,5,1,1,1,1,508,3,500,517,0,0
11.574,6,1,1,1,1,512,1,495,513,0,0
11.575,7,1,1,1,1,511,1,504,506,0,0
11.576,8,1,1,1,1,508,1,503,505,0,0
11.577,9,1,1,1,1,500,1,504,504,0,0
11.578,10,1,1,1,1,502,1,507,503,0,0
11.579,11,1,1,1,1,511,1,512,506,0,0
11.58,12,1,1,1,1,514,1,514,504,0,0
11.581,13,1,1,1,1,516,3,517,505,0,0
11.582,14,1,1,1,1,515,1,512,508,0,0
11.583,15,1,1,1,1,512,1,504,505,0,0
11.584,0,1,1,1,1,512,0,503,513,0,0
11.585,1,1,1,1,1,510,1,510,519,0,0
11.586,2,1,1,1,1,511,1,513,514,0,0
11.587,3,1,1,1,1,509,1,512,518,0,0
11.588,4,1,1,1,1,511,1,515,508,0,0
11.589,5,1,1,1,1,515,3,512,498,0,0
11.59,6,1,1,1,1,513,1,518,494,0,0
11.591,7,1,1,1,1,515,1,514,493,0,0
11.592,8,1,1,1,1,514,0,509,501,0,0
11.593,9,1,1,1,1,512,1,509,501,0,0
11.594,10,1,1,1,1,516,1,503,508,0,0
11.595,11,1,1,1,1,513,1,499,514,0,0
11.596,12,1,1,1,1,511,1,500,516,0,0
11.597,13,1,1,1,1,508,3,503,532,0,0
11.598,14,1,1,1,1,506,1,506,521,0,0
11.599,15,1,1,1,1,508,1,510,519,0,0
11.6,0,1,1,1,1,512,1,513,518,0,0
11.601,1,1,1,1,1,516,1,515,511,0,0
11.602,2,1,1,1,1,511,1,506,504,0,0
11.603,3,1,1,1,1,509,1,498,503,0,0
11.604,4,1,1,1,1,506,1,494,505,0,0
11.605,5,1,1,1,1,506,3,499,504,0,0
11.606,6,1,1,1,1,508,1,503,503,0,0
11.607,7,1,1,1,1,510,1,508,504,0,0
11.608,8,1,1,1,1,511,1,509,506,0,0
11.609,9,1,1,1,1,515,1,514,508,0,0
11.61,10,1,1,1,1,517,1,512,505,0,0
11.611,11,1,1,1,1,521,1,513,500,0,0
11.612,12,1,1,1,1,516,1,513,508,0,0
11.613,13,1,1,1,1,516,3,529,505,0,0
11.614,14,1,1,1,1,512,1,543,501,0,0
11.615,15,1,1,1,1,513,1,534,499,0,0
11.616,0,1,1,1,1,511,1,528,503,0,0
11.617,1,1,1,1,1,513,1,513,509,0,0
11.618,2,1,1,1,1,515,1,502,509,0,0
11.619,3,1,1,1,1,512,1,492,515,0,0
11.62,4,1,1,1,1,511,1,489,516,0,0
